"InvoiceNo","CustomerID","InvoiceDate","Quantity","UnitPrice","Country"
"INV105110","C00496","2025-06-10 17:39:00","3","71.83","France"
"INV105111","C00194","2025-10-21 02:04:00","1","23.24","Italy"
"INV105112","C00254","2025-04-04 22:05:00","4","82.81","France"
"INV105113","C00211","2026-02-15 10:37:00","7","106.84","EIRE"
"INV105114","C00415","2026-03-04 17:18:00","5","94.26","EIRE"
"INV105115","C00348","2025-04-28 09:47:00","4","87.61","EIRE"
"INV105116","C00483","2026-02-21 12:00:00","4","110.43","Portugal"
"CINV105117","C00292","2025-01-14 15:14:00","9","41.42","Spain"
"INV105118","C00362","2025-04-20 23:54:00","9","164.16","Germany"
"INV105119","C00351","2026-01-20 19:20:00","5","76.83","EIRE"
"INV105120","C00311","2025-08-13 21:45:00","2","122.59","Italy"
"INV105121","C00236","2025-10-21 15:40:00","5","4.27","Germany"
"INV105122","C00430","2026-02-25 09:51:00","5","171.91","Belgium"
"INV105123","C00376","2025-05-17 13:57:00","1","72.06","Spain"
"INV105124","C00165","2025-10-17 06:05:00","8","126.62","United Kingdom"
"INV105125","C00371","2025-11-26 00:54:00","1","106.75","Spain"
"INV105126","C00284","2025-12-02 17:41:00","7","147.27","EIRE"
"INV105127","C00381","2025-11-16 17:29:00","9","171.99","France"
"INV105128","C00072","2025-11-28 16:32:00","6","145.8","France"
"INV105129","C00103","2026-02-05 04:00:00","7","132.92","Italy"
"INV105130","C00252","2025-10-25 21:55:00","9","120.76","Netherlands"
"INV105131","C00477","2025-07-01 17:20:00","9","163.4","Spain"
"INV105132","C00456","2026-03-26 05:44:00","8","28.05","France"
"INV105133","C00281","2025-03-12 07:35:00","7","144.24","Spain"
"INV105134","C00394","2025-01-15 01:01:00","5","103.52","Netherlands"
"INV105135","C00362","2026-01-11 22:01:00","6","148.17","Germany"
"INV105136","C00117","2025-02-24 04:02:00","5","119.89","France"
"INV105137","C00238","2025-10-20 10:58:00","3","61.69","EIRE"
"INV105138","C00238","2025-01-19 09:18:00","5","2.29","Portugal"
"INV105139","C00175","2025-03-15 04:03:00","1","31.44","United Kingdom"
"INV105140","C00250","2026-01-06 00:47:00","1","20.72","Belgium"
"INV105141","C00140","2025-07-19 13:17:00","4","102.75","EIRE"
"INV105142","C00271","2026-01-16 09:56:00","3","137.17","Italy"
"INV105143","C00484","2025-08-03 08:56:00","5","141.02","Italy"
"INV105144","C00192","2025-01-12 11:58:00","9","188.03","United Kingdom"
"INV105145","C00129","2025-12-24 13:51:00","8","193.9","Netherlands"
"INV105146","C00474","2025-02-28 17:56:00","1","65.48","Netherlands"
"INV105147","C00203","2025-11-12 21:00:00","5","8.21","France"
"INV105148","C00420","2026-02-08 02:18:00","2","150.51","Spain"
"INV105149","C00444","2026-01-30 22:47:00","5","97.14","United Kingdom"
"INV105150","C00263","2025-06-17 03:02:00","6","133.45","Portugal"
"INV105151","C00465","2025-09-15 01:50:00","9","70.85","Belgium"
"INV105152","C00085","2025-06-20 15:28:00","4","150.37","EIRE"
"INV105153","C00035","2025-11-22 14:00:00","9","76.69","Germany"
"INV105154","C00426","2025-02-03 23:26:00","9","161.07","Belgium"
"INV105155","C00071","2025-01-06 21:43:00","9","25.22","Netherlands"
"INV105156","C00393","2025-10-11 20:04:00","7","99.78","United Kingdom"
"INV105157","C00026","2025-12-02 18:23:00","4","11.42","Italy"
"INV105158","C00427","2025-11-17 04:10:00","6","111.89","France"
"INV105159","C00149","2025-07-28 10:58:00","4","9.11","Italy"
"INV105160","C00099","2025-02-03 20:39:00","1","182.2","Spain"
"INV105161","C00043","2025-09-07 22:08:00","7","79.14","Belgium"
"INV105162","C00017","2026-02-02 22:36:00","1","171.36","EIRE"
"INV105163","C00128","2026-01-03 17:16:00","6","196.2","Spain"
"INV105164","C00064","2026-01-14 04:42:00","8","35.92","Netherlands"
"INV105165","C00453","2026-01-21 08:05:00","4","23.08","EIRE"
"INV105166","C00214","2026-02-18 01:07:00","8","134.61","Belgium"
"INV105167","C00436","2025-09-20 18:40:00","2","18.4","Portugal"
"INV105168","C00487","2025-09-25 05:09:00","1","110.06","Germany"
"INV105169","C00054","2025-11-04 14:40:00","3","68.36","Belgium"
"INV105170","C00429","2025-01-11 10:17:00","8","104.35","Portugal"
"INV105171","C00232","2025-06-06 15:01:00","5","12.84","Belgium"
"INV105172","C00460","2025-09-17 09:50:00","4","33.35","Italy"
"INV105173","C00310","2025-02-08 03:31:00","4","104.32","Spain"
"INV105174","C00163","2025-09-09 11:30:00","9","166","Germany"
"INV105175","C00305","2025-07-28 00:09:00","6","102.46","Germany"
"INV105176","C00095","2025-05-14 17:52:00","2","13.81","Germany"
"INV105177","C00271","2025-11-25 15:34:00","9","25.73","Italy"
"INV105178","C00391","2025-12-26 04:09:00","8","122.94","Germany"
"INV105179","C00343","2025-02-20 12:51:00","8","2.38","Spain"
"INV105180","C00295","2025-11-17 05:34:00","7","21.41","Spain"
"INV105181","C00415","2025-09-17 13:07:00","5","143.79","Netherlands"
"INV105182","C00304","2025-04-28 05:45:00","5","8.23","Portugal"
"INV105183","C00496","2025-11-13 13:11:00","5","90.62","Belgium"
"INV105184","C00335","2025-06-23 12:37:00","5","183.39","Portugal"
"INV105185","C00020","2025-11-30 06:24:00","2","28.25","United Kingdom"
"INV105186","C00165","2025-05-05 05:54:00","5","174.27","Spain"
"INV105187","C00125","2025-09-03 21:55:00","6","161.24","United Kingdom"
"INV105188","C00242","2025-08-07 08:23:00","6","121.97","Spain"
"INV105189","C00081","2025-01-05 23:08:00","6","108.29","United Kingdom"
"INV105190","C00377","2026-01-17 04:52:00","4","159.86","Italy"
"INV105191","C00048","2025-06-02 22:11:00","1","4.69","United Kingdom"
"INV105192","C00482","2025-10-09 08:45:00","3","163.77","EIRE"
"INV105193","C00486","2025-07-25 09:27:00","2","81.88","Italy"
"INV105194","C00468","2025-06-20 07:18:00","3","173.64","Belgium"
"INV105195","C00018","2025-05-06 20:52:00","9","73.83","United Kingdom"
"INV105196","C00476","2025-07-20 05:06:00","2","191.11","France"
"INV105197","C00112","2025-03-02 07:01:00","2","49.62","France"
"INV105198","C00315","2025-02-05 04:50:00","7","77.81","Netherlands"
"INV105199","C00286","2025-04-20 15:18:00","6","24.61","Italy"
"INV105200","C00239","2026-01-25 00:41:00","5","103.64","EIRE"
"INV105201","C00448","2025-01-29 03:03:00","3","196.64","Portugal"
"INV105202","C00317","2025-11-25 11:32:00","7","48.67","Spain"
"INV105203","C00087","2025-07-09 10:36:00","4","132.46","Belgium"
"INV105204","C00372","2025-02-12 23:25:00","7","52.59","EIRE"
"INV105205","C00359","2025-08-08 23:05:00","9","8.07","EIRE"
"INV105206","C00025","2026-02-05 07:24:00","8","126.36","United Kingdom"
"INV105207","C00459","2025-09-19 13:24:00","8","166.92","Belgium"
"INV105208","C00416","2025-04-20 14:16:00","6","190.26","Germany"
"INV105209","C00228","2025-06-14 03:57:00","6","160.49","France"
"INV105210","C00421","2025-06-05 07:43:00","6","17.55","Belgium"
"INV105211","C00350","2025-12-05 03:07:00","2","148.77","EIRE"
"INV105212","C00163","2026-03-23 21:09:00","8","56.4","Spain"
"INV105213","C00338","2025-06-18 01:45:00","8","173.26","Germany"
"INV105214","C00211","2025-09-26 01:28:00","8","10.32","Belgium"
"INV105215","C00209","2025-04-27 14:46:00","3","174.92","Netherlands"
"INV105216","C00220","2026-03-29 22:20:00","4","60.09","EIRE"
"INV105217","C00247","2026-03-03 21:52:00","5","105","Italy"
"INV105218","C00191","2025-01-06 11:15:00","4","183.67","France"
"INV105219","C00322","2025-01-02 00:39:00","4","160.13","Belgium"
"INV105220","C00412","2025-12-13 16:52:00","3","117.02","United Kingdom"
"INV105221","C00249","2025-04-01 03:16:00","8","167.14","Netherlands"
"INV105222","C00099","2025-07-04 12:09:00","5","161.25","Germany"
"INV105223","C00195","2025-12-31 23:32:00","8","170.4","Portugal"
"INV105224","C00408","2025-02-04 17:37:00","2","31.76","Netherlands"
"INV105225","C00405","2025-10-04 00:17:00","3","18.9","Belgium"
"INV105226","C00223","2025-04-19 13:34:00","3","17.53","Netherlands"
"INV105227","C00091","2025-07-23 03:15:00","9","22.76","United Kingdom"
"INV105228","C00487","2025-09-28 20:07:00","1","135.15","Germany"
"INV105229","C00482","2025-10-07 20:25:00","5","50.14","Belgium"
"INV105230","C00142","2025-04-25 13:39:00","8","97.17","Portugal"
"INV105231","C00259","2025-03-21 03:37:00","7","142.44","Belgium"
"INV105232","C00024","2025-03-19 20:10:00","1","186","Germany"
"INV105233","C00212","2025-03-18 04:51:00","8","61.03","Germany"
"INV105234","C00365","2025-03-11 22:14:00","4","124.1","Netherlands"
"INV105235","C00134","2026-02-02 08:52:00","6","133.93","Portugal"
"INV105236","C00165","2026-01-28 11:47:00","7","86.9","Italy"
"INV105237","C00253","2025-04-12 02:30:00","8","129.13","United Kingdom"
"INV105238","C00171","2026-02-11 20:54:00","2","6.56","Spain"
"INV105239","C00378","2025-03-21 13:18:00","4","90.49","Portugal"
"INV105240","C00462","2026-03-08 01:50:00","7","128.34","United Kingdom"
"INV105241","C00035","2025-09-30 19:36:00","5","58.9","Netherlands"
"INV105242","C00114","2025-12-30 04:57:00","9","14.75","Belgium"
"INV105243","C00408","2025-09-08 05:26:00","2","78.07","Germany"
"INV105244","C00429","2025-08-21 23:13:00","9","76","EIRE"
"INV105245","C00087","2026-02-26 14:14:00","1","113.35","Germany"
"INV105246","C00025","2025-01-31 14:16:00","2","103.68","Italy"
"INV105247","C00056","2025-09-08 19:57:00","6","34.09","Portugal"
"INV105248","C00462","2025-12-21 03:32:00","4","169.61","Spain"
"INV105249","C00384","2025-03-01 09:36:00","1","70.54","United Kingdom"
"INV105250","C00103","2025-06-29 13:32:00","8","57.62","Italy"
"INV105251","C00031","2025-11-15 03:39:00","6","51.77","Netherlands"
"INV105252","C00436","2025-04-02 10:38:00","7","185.45","EIRE"
"INV105253","C00332","2025-08-27 02:11:00","2","43.18","Portugal"
"INV105254","C00083","2025-05-16 11:20:00","8","87.07","France"
"INV105255","C00326","2025-06-28 05:32:00","9","9.42","Netherlands"
"INV105256","C00099","2025-09-23 23:17:00","8","113.13","Portugal"
"INV105257","C00305","2025-03-20 02:46:00","8","11.65","EIRE"
"INV105258","C00480","2025-06-27 23:21:00","7","36.1","Belgium"
"INV105259","C00170","2025-03-12 10:51:00","3","1.51","Germany"
"INV105260","C00214","2025-07-12 16:53:00","6","162.94","United Kingdom"
"INV105261","C00139","2026-02-03 04:58:00","9","2.26","Germany"
"INV105262","C00303","2025-10-18 20:49:00","6","131.96","Italy"
"INV105263","C00400","2025-05-31 10:20:00","5","155.12","Spain"
"INV105264","C00091","2025-10-11 10:50:00","2","50.66","Italy"
"INV105265","C00209","2025-09-28 19:42:00","5","196.79","Germany"
"INV105266","C00070","2025-05-03 15:39:00","8","175.15","Italy"
"INV105267","C00253","2025-01-23 07:01:00","4","4.24","EIRE"
"INV105268","C00358","2026-03-07 23:52:00","7","105.86","Germany"
"CINV105269","C00269","2025-01-26 18:00:00","1","92.53","Belgium"
"INV105270","C00025","2025-09-04 22:16:00","4","49.46","Netherlands"
"INV105271","C00292","2025-01-27 00:01:00","1","51.35","Belgium"
"INV105272","C00381","2025-08-09 02:44:00","7","82.73","United Kingdom"
"INV105273","C00066","2025-04-18 12:57:00","2","165.97","Spain"
"CINV105274","C00208","2025-10-12 19:50:00","2","185","Italy"
"INV105275","C00061","2025-07-14 11:39:00","1","198.64","EIRE"
"INV105276","C00424","2026-02-01 18:42:00","5","81.16","EIRE"
"INV105277","C00367","2025-11-09 21:34:00","1","99.49","Belgium"
"INV105278","C00305","2025-01-07 04:19:00","4","101.76","Germany"
"INV105279","C00020","2026-01-16 15:14:00","5","166.02","Spain"
"INV105280","C00432","2026-01-03 17:48:00","7","34.56","Germany"
"INV105281","C00390","2025-01-09 00:13:00","2","98.83","EIRE"
"INV105282","C00012","2026-02-26 21:17:00","1","6.77","United Kingdom"
"INV105283","C00341","2025-11-02 01:23:00","2","152.43","France"
"INV105284","C00316","2025-12-05 17:35:00","7","112.84","Italy"
"INV105285","C00476","2026-02-14 13:45:00","2","15.91","France"
"INV105286","C00152","2025-03-18 17:52:00","9","145.3","Italy"
"INV105287","C00031","2025-10-18 23:22:00","9","111.87","Belgium"
"INV105288","C00369","2026-01-17 02:06:00","2","93.69","EIRE"
"INV105289","C00189","2026-03-14 20:54:00","6","91.33","France"
"INV105290","C00388","2025-09-02 10:06:00","2","48.65","France"
"INV105291","C00278","2025-06-10 08:50:00","8","37.36","Spain"
"INV105292","C00221","2025-09-17 17:04:00","4","3.28","Germany"
"INV105293","C00232","2025-10-11 06:24:00","9","177.09","Belgium"
"INV105294","C00498","2025-06-16 04:59:00","6","6.19","United Kingdom"
"INV105295","C00382","2025-05-01 14:31:00","3","36.85","United Kingdom"
"INV105296","C00273","2025-06-29 12:15:00","4","20.93","France"
"INV105297","C00012","2026-02-08 10:45:00","6","103.53","France"
"INV105298","C00201","2025-05-26 16:30:00","8","146.14","Spain"
"INV105299","C00366","2026-02-28 16:25:00","3","102.1","Spain"
"INV105300","C00116","2025-12-22 08:47:00","4","19.47","Spain"
"INV105301","C00001","2025-03-01 10:36:00","5","93.18","Netherlands"
"INV105302","C00316","2025-09-23 14:57:00","5","1.59","Spain"
"INV105303","C00385","2026-03-12 22:19:00","6","110.36","Spain"
"INV105304","C00030","2025-02-11 03:49:00","7","198.2","Spain"
"INV105305","C00294","2026-03-17 09:45:00","1","74.37","Spain"
"INV105306","C00156","2025-01-24 04:49:00","6","128.08","Italy"
"INV105307","C00262","2025-11-04 04:31:00","5","9.63","EIRE"
"INV105308","C00211","2025-01-28 00:50:00","6","142.16","Netherlands"
"INV105309","C00322","2025-05-11 16:06:00","2","31.96","EIRE"
"INV105310","C00388","2025-11-17 18:18:00","4","47.23","Italy"
"INV105311","C00032","2025-07-08 23:47:00","7","31.71","Netherlands"
"INV105312","C00427","2025-01-16 02:12:00","3","83.38","Belgium"
"INV105313","C00005","2025-07-09 17:34:00","7","28.36","Belgium"
"INV105314","C00205","2025-01-28 04:08:00","2","65.21","France"
"INV105315","C00288","2025-08-18 19:23:00","7","122.48","United Kingdom"
"INV105316","C00463","2025-01-01 12:45:00","5","25.1","Spain"
"INV105317","C00094","2025-08-31 19:03:00","3","8.01","France"
"INV105318","C00380","2025-04-29 00:07:00","5","184.28","Netherlands"
"INV105319","C00036","2026-01-12 06:47:00","4","110.22","Spain"
"INV105320","C00426","2025-12-14 14:44:00","5","85.74","Italy"
"INV105321","C00232","2025-10-19 12:43:00","5","45.24","Italy"
"INV105322","C00118","2025-10-01 02:11:00","3","148.37","United Kingdom"
"INV105323","C00264","2025-01-07 01:21:00","7","40.35","France"
"INV105324","C00164","2025-08-10 20:49:00","5","155.54","EIRE"
"INV105325","C00132","2025-11-19 02:31:00","2","129.29","Germany"
"INV105326","C00419","2025-05-09 09:17:00","4","84.97","EIRE"
"INV105327","C00330","2025-02-26 10:55:00","5","140.58","Portugal"
"INV105328","C00301","2025-09-03 14:01:00","6","42.87","Netherlands"
"INV105329","C00357","2025-06-05 00:05:00","3","180.81","Germany"
"INV105330","C00470","2025-01-31 13:59:00","7","80.36","Portugal"
"INV105331","C00129","2025-07-29 13:39:00","9","70.83","Portugal"
"INV105332","C00102","2026-02-19 13:29:00","9","24","Italy"
"INV105333","C00010","2025-04-17 13:35:00","4","53.22","Spain"
"INV105334","C00213","2025-01-16 03:06:00","7","118.41","Italy"
"INV105335","C00454","2025-03-30 00:05:00","8","116.98","France"
"INV105336","C00001","2025-12-03 18:48:00","3","5.61","Belgium"
"INV105337","C00053","2025-12-12 17:04:00","4","86.46","Belgium"
"INV105338","C00142","2025-08-04 01:36:00","8","99.31","EIRE"
"INV105339","C00091","2025-08-08 20:43:00","9","43.84","Netherlands"
"INV105340","C00333","2025-09-10 00:26:00","1","37.39","Belgium"
"INV105341","C00436","2025-08-16 17:35:00","8","151.46","United Kingdom"
"INV105342","C00013","2025-01-23 01:57:00","7","97.02","Belgium"
"INV105343","C00156","2025-12-31 16:53:00","1","67.14","Portugal"
"INV105344","C00497","2025-04-05 01:02:00","3","188.9","United Kingdom"
"INV105345","C00010","2025-06-17 13:48:00","2","102.37","Portugal"
"INV105346","C00336","2025-07-22 13:22:00","4","138.38","Germany"
"INV105347","C00425","2025-12-18 04:45:00","6","177.24","Germany"
"INV105348","C00034","2025-08-31 07:06:00","9","90.98","Italy"
"INV105349","C00060","2025-04-21 20:15:00","1","23.95","Spain"
"INV105350","C00018","2026-01-15 08:25:00","1","76.33","Portugal"
"INV105351","C00335","2025-12-21 08:22:00","9","151.68","United Kingdom"
"INV105352","C00496","2025-08-11 16:17:00","7","135.3","Belgium"
"INV105353","C00283","2025-03-02 00:36:00","7","136.8","Portugal"
"INV105354","C00114","2025-06-10 07:15:00","6","12.08","Portugal"
"INV105355","C00085","2025-03-27 13:26:00","8","9.88","Italy"
"INV105356","C00288","2025-01-06 19:58:00","9","40.01","Netherlands"
"INV105357","C00179","2026-02-04 13:10:00","6","116.74","France"
"INV105358","C00376","2025-09-19 01:16:00","8","185.77","Italy"
"INV105359","C00358","2026-03-10 00:02:00","4","34.96","Netherlands"
"INV105360","C00498","2025-08-06 16:24:00","8","41","Italy"
"INV105361","C00416","2025-07-20 18:46:00","8","100.3","Italy"
"INV105362","C00092","2025-07-17 06:15:00","9","135.81","Netherlands"
"INV105363","C00042","2025-01-21 15:24:00","4","62.1","Italy"
"INV105364","C00071","2025-09-27 13:09:00","5","21.57","Germany"
"INV105365","C00105","2025-11-11 02:06:00","4","120.8","France"
"INV105366","C00454","2025-03-23 03:16:00","1","49.89","Germany"
"INV105367","C00062","2026-01-06 08:05:00","4","123.75","Italy"
"INV105368","C00045","2025-01-30 13:43:00","2","12.23","Belgium"
"INV105369","C00382","2025-07-04 11:45:00","2","182.92","Spain"
"INV105370","C00202","2025-02-01 17:32:00","1","107.74","Netherlands"
"INV105371","C00220","2025-08-22 06:56:00","3","125.86","Italy"
"INV105372","C00119","2026-03-09 16:23:00","8","60.62","United Kingdom"
"INV105373","C00149","2025-04-19 14:00:00","9","186.09","Belgium"
"INV105374","C00408","2025-08-28 08:38:00","4","125.28","Netherlands"
"INV105375","C00327","2025-05-12 22:27:00","4","191.82","United Kingdom"
"INV105376","C00028","2026-03-15 13:55:00","3","52.02","Netherlands"
"INV105377","C00330","2025-09-02 01:06:00","5","58.13","France"
"INV105378","C00452","2025-04-02 17:40:00","5","133.88","EIRE"
"INV105379","C00284","2025-03-20 02:56:00","8","169.8","France"
"INV105380","C00399","2025-05-05 20:28:00","1","117.25","Germany"
"INV105381","C00139","2025-11-09 10:51:00","5","168.54","EIRE"
"INV105382","C00495","2025-04-16 12:28:00","1","128.16","Italy"
"INV105383","C00071","2025-02-27 03:28:00","9","59.53","Italy"
"INV105384","C00283","2025-05-21 22:49:00","3","67","United Kingdom"
"INV105385","C00185","2025-07-12 02:25:00","1","75.51","Italy"
"INV105386","C00130","2025-05-12 16:32:00","9","98.64","EIRE"
"INV105387","C00024","2025-01-12 15:01:00","1","104.23","Germany"
"INV105388","C00484","2025-09-27 21:39:00","4","197.5","Netherlands"
"INV105389","C00308","2026-03-05 03:40:00","3","32.79","Germany"
"INV105390","C00054","2025-04-04 05:49:00","6","93.63","Italy"
"INV105391","C00400","2025-05-03 14:15:00","9","150.28","Italy"
"INV105392","C00104","2025-10-25 22:03:00","6","103.34","Portugal"
"INV105393","C00005","2025-05-08 16:21:00","1","91.02","Germany"
"INV105394","C00143","2025-08-26 02:17:00","5","34.69","Portugal"
"INV105395","C00287","2025-12-21 09:21:00","2","59.5","Belgium"
"INV105396","C00009","2025-01-15 08:26:00","4","112.89","Germany"
"INV105397","C00338","2025-12-30 22:06:00","2","101.84","Portugal"
"INV105398","C00186","2025-01-28 13:07:00","5","36.34","Belgium"
"CINV105399","C00293","2025-03-09 06:57:00","1","58.87","Germany"
"INV105400","C00252","2026-03-25 02:06:00","1","16.62","Germany"
"INV105401","C00197","2025-03-08 12:52:00","5","121","Italy"
"INV105402","C00031","2025-11-16 18:19:00","4","59.79","Portugal"
"INV105403","C00124","2025-07-04 06:43:00","4","166.82","Portugal"
"INV105404","C00282","2026-02-22 21:16:00","1","18.93","Spain"
"INV105405","C00370","2025-03-23 08:16:00","1","167.71","Italy"
"INV105406","C00065","2026-01-09 15:21:00","2","17.99","Portugal"
"INV105407","C00482","2025-07-19 16:01:00","1","45.09","United Kingdom"
"INV105408","C00476","2025-10-08 21:18:00","4","72.39","Portugal"
"INV105409","C00003","2025-01-19 20:15:00","4","149.71","United Kingdom"
"INV105410","C00295","2025-01-21 21:51:00","6","113.86","Germany"
"INV105411","C00333","2025-04-20 08:00:00","3","83.43","France"
"INV105412","C00114","2026-01-19 01:59:00","8","85.05","Belgium"
"INV105413","C00214","2025-02-13 22:35:00","4","100.01","Portugal"
"INV105414","C00196","2026-03-12 20:29:00","5","104.56","EIRE"
"INV105415","C00498","2025-03-22 07:44:00","8","35.15","EIRE"
"INV105416","C00491","2025-08-19 13:45:00","4","195.2","EIRE"
"INV105417","C00360","2025-07-11 03:29:00","9","54.85","France"
"INV105418","C00158","2025-01-24 08:18:00","6","78.5","Netherlands"
"INV105419","C00083","2025-05-08 02:30:00","1","114.21","France"
"INV105420","C00203","2025-10-11 13:28:00","4","133.99","Spain"
"INV105421","C00186","2025-08-17 01:19:00","9","164.25","Portugal"
"INV105422","C00027","2025-10-08 11:51:00","3","121.88","Germany"
"INV105423","C00433","2025-06-29 12:30:00","3","191.87","Portugal"
"INV105424","C00205","2025-07-11 04:57:00","7","64.76","Germany"
"INV105425","C00246","2025-02-06 14:35:00","9","176.01","Netherlands"
"INV105426","C00438","2026-03-05 23:58:00","3","16.41","United Kingdom"
"INV105427","C00042","2026-03-27 08:25:00","6","115.68","United Kingdom"
"INV105428","C00379","2025-02-04 11:19:00","8","181.81","United Kingdom"
"INV105429","C00060","2025-11-06 22:58:00","3","122.08","Italy"
"INV105430","C00354","2026-02-18 17:36:00","2","199.91","Germany"
"INV105431","C00312","2025-06-05 23:30:00","4","166.13","France"
"INV105432","C00277","2025-10-26 10:03:00","6","37","United Kingdom"
"INV105433","C00078","2026-02-26 03:19:00","4","15.5","Belgium"
"INV105434","C00450","2026-01-14 08:18:00","1","98.68","Netherlands"
"INV105435","C00182","2025-12-22 22:27:00","1","47.8","Netherlands"
"INV105436","C00071","2025-10-05 05:46:00","9","144.42","Belgium"
"INV105437","C00463","2025-02-07 16:15:00","2","135.81","Italy"
"INV105438","C00112","2025-06-09 21:11:00","5","121.36","Belgium"
"INV105439","C00388","2025-01-29 12:44:00","4","110.61","Belgium"
"INV105440","C00271","2025-07-18 16:56:00","6","94.45","United Kingdom"
"INV105441","C00250","2025-02-02 22:17:00","2","180.2","Belgium"
"INV105442","C00468","2026-03-14 06:41:00","1","66.94","Netherlands"
"INV105443","C00266","2025-11-13 12:15:00","6","49.94","Germany"
"CINV105444","C00187","2025-11-06 22:24:00","6","113.12","France"
"INV105445","C00046","2025-02-26 16:51:00","5","29.84","Italy"
"INV105446","C00447","2025-09-12 06:45:00","1","184.05","EIRE"
"INV105447","C00224","2025-06-21 21:10:00","1","35.37","Netherlands"
"INV105448","C00188","2025-03-28 06:07:00","7","132.59","Belgium"
"INV105449","C00128","2025-05-07 07:46:00","6","71.9","Portugal"
"INV105450","C00453","2025-10-06 19:17:00","7","189.94","Belgium"
"INV105451","C00052","2026-03-09 15:53:00","1","11.92","France"
"INV105452","C00500","2025-10-10 02:18:00","9","140.71","Spain"
"INV105453","C00387","2025-01-09 00:49:00","9","3.25","France"
"INV105454","C00072","2025-06-10 03:39:00","2","195.74","Italy"
"INV105455","C00386","2025-07-19 10:09:00","7","86.66","EIRE"
"INV105456","C00404","2025-12-27 16:35:00","3","68.34","France"
"INV105457","C00232","2026-03-22 15:47:00","1","107.28","Italy"
"INV105458","C00025","2025-04-13 16:50:00","8","16.35","United Kingdom"
"INV105459","C00497","2025-04-27 16:10:00","2","175.29","France"
"INV105460","C00474","2025-02-18 14:32:00","5","28.2","Spain"
"CINV105461","C00210","2026-01-25 15:28:00","4","44.84","Portugal"
"INV105462","C00406","2026-03-21 23:59:00","8","110.84","Portugal"
"INV105463","C00145","2026-01-17 22:15:00","5","59.08","Netherlands"
"INV105464","C00227","2025-08-14 02:18:00","8","93.78","Italy"
"INV105465","C00204","2025-07-06 22:44:00","7","37.55","Netherlands"
"INV105466","C00022","2025-12-20 14:02:00","6","10.07","Italy"
"INV105467","C00460","2025-08-03 05:40:00","7","191.24","Portugal"
"INV105468","C00491","2025-11-27 09:31:00","5","126","France"
"INV105469","C00146","2026-01-23 14:08:00","4","53.55","Belgium"
"INV105470","C00134","2026-02-25 00:54:00","1","91.58","Netherlands"
"INV105471","C00162","2025-10-08 11:06:00","6","142.88","Portugal"
"INV105472","C00454","2026-02-19 18:34:00","7","100.59","Italy"
"INV105473","C00052","2026-02-01 21:38:00","7","10.22","Germany"
"INV105474","C00227","2025-04-03 18:09:00","8","115.85","Germany"
"INV105475","C00155","2025-05-08 22:39:00","8","169.1","Portugal"
"INV105476","C00064","2026-03-04 08:54:00","6","183.55","Germany"
"INV105477","C00071","2025-09-16 22:31:00","6","96.59","Italy"
"INV105478","C00036","2025-01-17 07:58:00","9","116.84","France"
"INV105479","C00367","2025-08-21 01:55:00","7","35.56","United Kingdom"
"INV105480","C00030","2026-02-06 19:27:00","9","8.65","Belgium"
"INV105481","C00172","2025-03-29 03:59:00","7","87.19","United Kingdom"
"INV105482","C00225","2025-07-09 06:13:00","8","95.72","United Kingdom"
"INV105483","C00369","2025-03-14 23:35:00","3","85.59","France"
"INV105484","C00156","2025-08-21 06:46:00","8","44.02","Netherlands"
"INV105485","C00394","2025-06-16 15:15:00","7","170.24","Portugal"
"INV105486","C00270","2026-03-04 14:05:00","1","135.81","France"
"INV105487","C00133","2026-03-30 21:26:00","8","119.92","Netherlands"
"INV105488","C00094","2025-12-12 22:47:00","7","140.11","United Kingdom"
"INV105489","C00084","2025-12-07 17:14:00","9","179.39","Italy"
"INV105490","C00327","2025-04-26 09:14:00","4","187.65","Germany"
"INV105491","C00450","2025-07-06 22:16:00","4","197.88","Belgium"
"INV105492","C00343","2025-12-26 09:01:00","4","157.07","France"
"INV105493","C00317","2025-06-18 18:46:00","9","114.04","Belgium"
"INV105494","C00467","2025-05-01 14:42:00","8","54.85","France"
"INV105495","C00341","2025-04-06 02:47:00","3","41.47","Spain"
"CINV105496","C00064","2025-12-29 00:33:00","1","42.02","Italy"
"INV105497","C00075","2025-01-28 21:07:00","1","181.44","EIRE"
"INV105498","C00351","2025-12-10 00:07:00","1","3.21","Germany"
"INV105499","C00141","2025-09-08 05:52:00","7","105.63","EIRE"
"INV105500","C00353","2026-02-03 17:07:00","7","66.48","EIRE"
"INV105501","C00310","2025-03-16 23:23:00","4","173.27","Netherlands"
"INV105502","C00196","2025-12-31 15:19:00","4","10.68","Netherlands"
"CINV105503","C00146","2026-03-18 03:22:00","4","106.84","Italy"
"INV105504","C00358","2025-08-25 05:10:00","9","134.8","France"
"INV105505","C00137","2025-10-04 17:09:00","7","41.15","Netherlands"
"INV105506","C00007","2025-04-03 06:32:00","8","9.23","Spain"
"INV105507","C00102","2025-07-24 23:36:00","4","48.86","Netherlands"
"INV105508","C00347","2025-07-29 08:25:00","4","103.19","Belgium"
"INV105509","C00428","2025-03-29 22:54:00","2","100.68","Portugal"
"INV105510","C00270","2025-12-21 05:52:00","6","93.78","Portugal"
"INV105511","C00432","2026-02-13 07:15:00","7","130.08","United Kingdom"
"INV105512","C00152","2025-05-12 06:53:00","4","164.89","United Kingdom"
