temperatura,presion,velocidad_linea,vibracion,humedad,maquina,turno,material,defectuoso
201.1,62.11,130.18,3.9,44.78,M3,Matutino,B,1
200.09,51.61,113.3,2.38,45.48,M1,Matutino,A,0
187.07,47.96,99.64,2.67,43.8,M3,Matutino,C,0
194.98,49.27,95.88,2.82,40.55,M3,Nocturno,C,0
202.53,50.27,95.57,2.3,38.9,M2,Matutino,A,0
196.72,56.49,95.56,1.98,35.99,M1,Matutino,C,0
198.15,54.32,108.89,1.0,42.67,M1,Matutino,C,0
184.97,47.7,88.74,2.07,44.77,M1,Vespertino,A,0
219.5,62.01,106.24,3.23,57.21,M1,Vespertino,C,1
204.64,53.46,115.89,2.73,52.32,M3,Vespertino,A,1
187.73,49.18,103.78,2.2,37.52,M2,Vespertino,B,0
202.56,49.33,93.49,1.0,43.98,M1,Vespertino,B,0
205.8,51.49,117.44,2.1,36.09,M2,Nocturno,B,0
194.17,46.46,78.06,2.36,44.42,M1,Vespertino,B,0
189.44,52.85,105.29,2.46,42.34,M3,Nocturno,A,0
222.28,60.9,128.16,4.22,51.05,M2,Matutino,A,1
198.58,59.18,100.66,3.87,39.43,M1,Matutino,C,0
210.7,52.83,90.35,3.45,42.39,M1,Vespertino,C,0
193.65,54.88,108.12,2.45,31.33,M1,Matutino,A,0
201.67,56.73,111.88,2.81,40.69,M3,Nocturno,A,0
189.29,43.14,142.0,1.97,39.41,M1,Matutino,B,0
202.38,48.95,104.11,2.23,38.32,M1,Matutino,B,0
190.37,50.46,107.43,2.57,42.25,M1,Matutino,A,0
191.45,52.24,108.34,2.28,50.31,M1,Nocturno,A,0
197.01,48.41,103.04,2.77,36.03,M3,Nocturno,B,0
175.0,54.55,103.99,1.07,33.81,M1,Vespertino,C,0
186.16,46.35,118.7,1.78,38.26,M3,Matutino,B,0
194.94,54.85,86.36,2.3,39.19,M1,Vespertino,B,0
196.36,60.08,99.64,1.32,42.12,M2,Vespertino,A,0
212.79,43.4,115.72,1.86,39.85,M2,Vespertino,A,0
185.93,51.89,102.63,2.09,45.61,M1,Vespertino,A,0
187.65,58.14,127.7,4.16,56.36,M2,Vespertino,B,1
183.91,47.47,121.04,2.28,41.7,M2,Vespertino,A,0
200.43,52.0,80.89,2.31,43.53,M3,Vespertino,A,0
185.85,56.63,97.86,2.15,51.2,M1,Matutino,A,0
211.26,49.61,91.27,2.54,34.62,M2,Vespertino,B,0
192.42,43.46,98.3,1.92,35.18,M3,Nocturno,B,0
187.38,58.56,75.38,2.91,39.48,M3,Vespertino,A,0
197.73,47.76,98.01,1.98,36.78,M2,Nocturno,C,0
180.81,47.86,97.09,2.26,35.32,M1,Vespertino,A,0
193.64,54.04,83.76,2.05,41.34,M2,Matutino,B,0
185.68,56.86,85.52,2.68,45.7,M1,Matutino,A,0
183.15,51.23,90.65,2.95,37.53,M2,Matutino,A,0
178.83,47.0,96.76,2.25,49.28,M1,Vespertino,C,0
188.55,48.05,100.79,2.41,31.29,M1,Nocturno,A,0
210.84,48.66,85.93,2.57,37.82,M1,Matutino,A,0
207.53,42.96,100.9,2.11,36.3,M2,Vespertino,A,0
189.6,51.91,115.33,3.41,46.05,M2,Nocturno,A,0
209.34,49.73,91.34,2.58,45.22,M2,Matutino,A,0
214.4,58.68,131.9,3.21,47.82,M1,Nocturno,A,1
189.68,48.23,99.92,2.69,41.66,M1,Vespertino,A,0
189.64,52.7,96.4,3.33,37.07,M1,Matutino,A,0
203.8,55.95,87.15,1.93,36.08,M1,Nocturno,A,0
194.62,46.42,111.33,2.87,38.05,M1,Nocturno,B,0
190.01,44.4,92.87,2.3,43.57,M1,Vespertino,C,0
197.2,59.82,104.29,2.74,51.82,M2,Matutino,B,0
216.17,51.8,119.77,4.45,51.28,M2,Nocturno,B,1
215.82,50.96,124.65,3.87,58.31,M3,Vespertino,C,1
198.1,63.77,111.69,2.15,37.85,M3,Matutino,B,0
194.64,47.92,118.54,2.91,46.65,M1,Matutino,A,0
183.9,42.72,118.43,2.76,39.12,M3,Matutino,A,0
183.59,51.3,73.39,2.06,40.89,M1,Matutino,B,0
188.31,45.83,85.83,2.1,37.7,M2,Vespertino,A,0
193.33,44.0,81.72,1.8,40.55,M1,Matutino,A,0
185.39,51.08,91.46,2.58,42.12,M3,Matutino,B,0
196.08,49.16,113.34,2.39,29.05,M3,Nocturno,B,0
216.24,51.62,110.66,2.04,46.91,M3,Matutino,B,0
180.83,51.16,89.56,1.81,36.71,M1,Nocturno,C,0
192.66,45.84,74.07,2.72,41.24,M1,Nocturno,C,0
195.51,50.41,106.33,2.6,40.5,M2,Vespertino,B,0
183.53,50.32,76.01,2.78,30.17,M1,Matutino,A,0
203.58,54.16,109.66,2.68,50.57,M2,Matutino,A,0
197.13,54.53,96.69,2.34,47.36,M1,Vespertino,B,0
202.3,55.01,102.44,2.71,44.95,M1,Matutino,A,0
185.72,45.65,114.03,2.76,39.34,M1,Nocturno,B,0
191.38,45.39,109.85,3.16,34.92,M2,Matutino,A,0
192.76,48.19,114.27,1.97,37.8,M3,Matutino,B,0
191.2,53.86,83.39,2.62,42.82,M1,Nocturno,A,0
197.42,60.41,138.27,3.18,49.88,M3,Matutino,B,1
185.06,46.42,115.01,2.19,44.48,M3,Matutino,C,0
188.6,49.97,115.24,2.25,35.11,M2,Matutino,A,0
190.9,50.43,108.26,1.59,39.63,M1,Matutino,B,0
208.03,56.67,108.62,3.72,46.85,M1,Matutino,C,1
178.43,52.07,75.77,3.61,35.98,M3,Vespertino,A,0
209.34,55.25,114.22,3.97,42.53,M3,Vespertino,C,1
188.95,52.35,115.36,2.38,37.55,M1,Matutino,C,0
183.97,50.21,109.87,2.16,49.07,M2,Matutino,C,0
192.41,46.88,119.46,2.21,49.04,M3,Matutino,A,0
186.24,51.55,106.86,2.53,34.69,M2,Nocturno,B,0
197.42,53.99,111.12,2.7,44.35,M2,Vespertino,A,0
192.0,41.95,81.75,2.08,46.14,M3,Vespertino,B,0
213.13,48.85,118.95,3.88,55.65,M3,Nocturno,B,1
179.93,50.36,91.11,2.03,36.88,M3,Vespertino,B,0
192.47,48.43,97.94,2.13,36.29,M2,Vespertino,A,0
199.01,50.39,102.77,3.92,50.55,M3,Nocturno,C,1
189.96,48.66,105.37,2.13,40.64,M3,Vespertino,A,0
196.56,53.05,101.49,1.64,43.52,M2,Nocturno,A,0
195.17,52.73,115.27,2.0,36.43,M2,Vespertino,A,0
187.48,44.03,98.04,2.19,48.29,M2,Vespertino,B,0
214.4,59.27,106.27,5.48,46.59,M2,Vespertino,A,1
226.13,48.59,125.5,4.75,42.01,M1,Nocturno,C,1
206.48,63.19,104.5,4.14,47.43,M2,Vespertino,B,1
208.34,61.99,119.73,3.59,55.84,M3,Nocturno,C,1
202.24,49.42,97.67,2.1,47.58,M2,Vespertino,B,0
187.09,50.72,114.19,1.54,41.23,M1,Nocturno,B,0
198.14,52.09,122.07,2.33,46.59,M1,Matutino,B,0
192.95,58.52,103.49,3.27,39.14,M3,Vespertino,A,0
184.17,51.52,92.59,3.26,42.07,M2,Vespertino,B,0
194.51,49.53,103.56,1.83,44.65,M3,Vespertino,B,0
194.22,50.17,85.04,1.55,41.96,M2,Vespertino,A,0
184.9,49.38,103.91,2.88,41.83,M1,Nocturno,B,0
202.0,50.69,104.18,2.57,45.92,M2,Vespertino,B,0
207.07,62.15,118.22,2.64,52.04,M3,Nocturno,C,1
184.29,52.98,123.83,1.49,36.39,M1,Nocturno,B,0
204.09,42.83,120.0,2.13,42.43,M1,Nocturno,C,0
219.89,59.15,106.06,4.04,47.23,M2,Vespertino,B,1
196.92,52.57,111.16,2.68,33.84,M2,Matutino,A,0
208.07,51.11,110.0,1.93,35.34,M2,Matutino,A,0
190.81,48.94,107.45,2.38,40.59,M2,Nocturno,B,0
197.37,53.56,104.37,2.3,41.67,M3,Nocturno,A,0
196.83,46.8,84.1,1.9,45.3,M2,Matutino,B,0
185.18,57.78,114.56,2.71,40.15,M1,Matutino,A,0
177.98,55.53,104.23,1.82,35.11,M1,Matutino,B,0
193.28,49.7,84.22,2.01,41.69,M3,Matutino,A,0
197.42,55.8,102.66,2.58,40.33,M1,Matutino,A,0
201.3,60.39,127.15,3.94,56.91,M3,Nocturno,B,1
190.64,38.82,113.24,3.25,39.11,M1,Matutino,C,0
199.84,52.99,98.86,1.57,38.3,M2,Vespertino,C,0
199.46,55.21,104.21,2.43,38.18,M3,Nocturno,C,0
209.93,54.72,129.33,3.85,46.25,M2,Vespertino,B,1
195.55,55.1,98.06,2.94,35.98,M2,Matutino,B,0
197.49,52.65,128.34,3.62,56.5,M3,Nocturno,C,1
197.2,45.88,98.52,3.53,30.79,M2,Nocturno,B,0
201.94,51.1,97.33,2.59,42.62,M2,Vespertino,A,0
196.36,55.1,100.27,2.3,37.45,M1,Matutino,A,0
188.96,56.17,73.33,2.67,33.97,M2,Nocturno,B,0
198.21,53.7,117.44,2.22,36.31,M1,Matutino,B,0
189.48,44.8,79.08,3.97,48.45,M2,Nocturno,A,0
195.35,61.29,106.1,2.81,45.63,M3,Matutino,B,0
190.48,45.15,111.47,3.06,39.56,M2,Nocturno,C,0
194.26,54.67,112.04,2.45,51.3,M1,Nocturno,A,0
204.84,49.41,113.72,4.84,55.5,M2,Nocturno,B,1
197.21,56.25,94.27,1.82,42.68,M2,Matutino,B,0
188.11,54.06,81.01,1.99,49.78,M2,Matutino,A,0
193.85,53.42,73.17,2.73,35.49,M1,Matutino,B,0
212.27,62.19,140.83,4.14,55.52,M1,Nocturno,C,1
194.27,49.6,121.96,2.12,42.66,M1,Vespertino,C,0
204.43,54.06,96.97,1.87,39.83,M2,Nocturno,B,0
202.81,52.72,116.42,1.94,49.68,M3,Matutino,A,0
209.46,53.81,133.36,3.42,46.5,M3,Nocturno,C,1
212.88,53.24,108.91,2.99,47.46,M3,Vespertino,B,1
177.74,49.91,99.47,3.34,38.28,M3,Matutino,B,0
195.64,53.14,84.0,3.18,45.93,M1,Matutino,B,0
202.15,44.25,102.92,2.22,37.05,M3,Vespertino,A,0
206.16,61.6,100.89,4.47,54.75,M3,Vespertino,A,1
206.77,50.38,95.14,3.06,41.27,M2,Vespertino,A,0
204.81,50.2,105.2,4.22,47.65,M3,Nocturno,B,1
192.36,51.31,118.15,2.96,38.37,M2,Vespertino,C,0
192.47,61.6,142.0,4.47,55.51,M3,Nocturno,B,1
184.73,48.01,92.32,3.14,39.45,M1,Matutino,B,0
194.84,55.29,105.4,3.31,32.4,M1,Vespertino,A,0
185.49,50.44,109.51,2.76,45.61,M1,Vespertino,B,0
182.49,57.22,98.76,2.03,44.31,M2,Vespertino,C,0
191.66,54.5,93.72,2.47,37.78,M3,Nocturno,A,0
202.69,52.59,135.16,3.99,56.31,M2,Matutino,C,1
200.43,58.8,133.49,4.14,54.73,M2,Nocturno,C,1
218.71,54.74,126.01,4.89,47.47,M3,Nocturno,A,1
189.59,46.07,107.04,2.77,52.13,M2,Matutino,A,0
206.09,49.4,96.91,2.18,40.8,M1,Matutino,A,0
197.11,40.84,103.65,1.73,31.3,M1,Nocturno,B,0
195.8,53.39,103.37,1.34,50.22,M1,Nocturno,B,0
196.02,55.52,129.24,2.59,44.68,M2,Matutino,B,0
190.18,58.91,125.75,1.82,44.0,M1,Vespertino,C,0
204.53,50.35,97.45,2.5,42.57,M1,Matutino,B,0
190.49,45.51,115.04,2.99,35.75,M1,Nocturno,C,0
200.11,56.28,95.58,2.09,42.81,M2,Nocturno,B,0
188.43,45.04,72.0,3.01,43.91,M1,Vespertino,C,0
198.21,48.1,85.07,1.53,48.17,M3,Vespertino,C,0
191.21,52.08,115.05,3.52,44.43,M3,Vespertino,A,0
190.43,52.81,99.7,2.45,48.98,M2,Vespertino,B,0
199.39,57.51,109.7,2.01,37.18,M1,Matutino,C,0
204.98,50.97,98.0,1.57,49.81,M2,Vespertino,C,0
188.0,56.3,85.22,3.28,40.74,M2,Matutino,A,0
188.31,56.64,93.69,2.66,37.65,M3,Matutino,A,0
210.11,56.37,100.16,3.0,36.19,M2,Matutino,A,0
208.31,50.87,130.45,3.58,49.74,M2,Matutino,B,1
216.87,45.85,122.81,2.4,39.83,M1,Vespertino,B,0
198.91,55.73,83.36,1.91,44.1,M2,Matutino,B,0
185.34,58.83,105.58,2.05,45.29,M1,Nocturno,A,0
193.9,42.29,94.34,1.0,50.08,M1,Vespertino,A,0
200.4,46.99,109.14,2.42,39.33,M1,Vespertino,A,0
179.02,45.29,103.87,2.76,37.39,M1,Matutino,B,0
222.69,52.27,135.14,4.19,56.06,M3,Vespertino,A,1
201.41,60.59,111.46,4.54,44.44,M3,Nocturno,C,1
201.26,49.64,123.18,2.68,36.84,M2,Nocturno,B,0
193.12,57.1,109.15,2.66,50.29,M3,Nocturno,B,1
209.13,53.36,120.51,3.38,59.04,M2,Nocturno,B,1
207.69,61.38,133.16,3.98,59.25,M3,Nocturno,A,1
220.34,54.56,126.76,4.12,53.14,M2,Vespertino,B,1
191.32,60.79,115.02,3.97,63.0,M1,Vespertino,B,1
197.3,51.51,110.34,3.24,37.91,M2,Nocturno,C,0
192.04,47.25,90.29,2.97,47.26,M3,Matutino,A,0
192.33,53.34,72.83,2.64,32.84,M3,Vespertino,A,0
207.74,51.46,103.33,2.72,45.07,M2,Nocturno,C,0
187.63,44.9,108.0,3.98,44.6,M1,Vespertino,C,0
188.43,58.39,126.62,2.73,53.92,M1,Matutino,A,1
200.39,51.09,94.93,2.0,50.8,M1,Nocturno,B,0
194.7,43.04,101.48,2.57,43.29,M3,Vespertino,B,0
204.06,52.46,112.68,3.75,52.28,M1,Vespertino,C,1
204.85,43.46,98.5,1.94,36.57,M3,Vespertino,A,0
197.52,44.8,114.13,2.92,45.09,M1,Matutino,B,0
201.97,50.05,113.57,2.12,36.07,M1,Vespertino,B,0
191.91,56.92,99.56,1.92,38.98,M2,Matutino,C,0
190.6,52.41,100.84,2.89,38.18,M1,Vespertino,C,0
175.54,53.12,92.2,2.87,40.01,M1,Matutino,C,0
218.12,53.14,90.65,2.37,43.53,M1,Vespertino,B,0
190.9,48.83,120.56,2.41,46.69,M3,Nocturno,B,0
202.53,50.84,108.96,2.99,37.1,M2,Vespertino,A,0
181.36,62.37,110.93,1.71,40.54,M3,Vespertino,C,0
209.93,53.58,116.05,2.49,39.26,M1,Matutino,C,0
228.0,62.37,121.19,4.75,44.07,M3,Matutino,C,1
185.94,46.09,93.63,1.58,37.35,M1,Vespertino,C,0
202.67,59.7,102.04,5.6,44.79,M3,Nocturno,C,1
220.16,47.46,140.3,2.68,53.15,M2,Vespertino,B,1
200.21,49.59,110.46,1.56,41.62,M2,Vespertino,A,0
195.45,52.43,95.45,2.01,43.09,M3,Matutino,C,0
193.16,51.7,103.17,1.85,39.01,M1,Vespertino,B,0
195.26,50.79,118.76,3.9,36.85,M3,Matutino,B,1
194.38,50.92,108.4,2.48,44.05,M1,Vespertino,B,0
203.35,57.39,107.79,2.26,32.42,M1,Nocturno,C,0
190.74,52.51,109.43,2.09,42.95,M1,Nocturno,B,0
197.47,50.12,74.68,1.66,46.05,M1,Matutino,A,0
185.24,52.7,100.17,2.25,42.06,M1,Matutino,A,0
187.02,46.52,112.43,2.17,39.55,M1,Matutino,B,0
200.99,55.49,126.35,5.08,48.87,M2,Nocturno,C,1
210.78,52.15,128.88,2.72,50.51,M1,Matutino,B,0
207.48,59.03,120.81,2.92,45.78,M1,Nocturno,C,1
198.74,60.25,101.66,2.57,47.35,M1,Vespertino,A,0
200.04,62.12,107.35,4.99,55.97,M3,Matutino,C,1
195.27,53.55,107.4,3.15,50.35,M3,Matutino,B,0
186.21,51.73,94.23,1.89,38.65,M2,Vespertino,C,0
193.97,45.36,108.01,2.46,35.96,M2,Matutino,B,0
209.68,56.41,94.55,2.36,34.82,M1,Nocturno,B,0
201.2,58.44,116.16,4.28,44.6,M3,Vespertino,B,1
214.06,52.6,119.39,4.89,56.58,M2,Matutino,B,1
200.13,52.08,98.01,3.08,48.46,M2,Matutino,C,0
203.88,69.0,107.83,3.59,54.75,M3,Nocturno,B,1
208.44,60.14,108.99,3.65,46.3,M2,Nocturno,C,1
216.76,63.53,114.82,3.43,47.86,M3,Nocturno,C,1
211.2,52.62,94.16,3.61,39.25,M2,Matutino,B,0
212.48,51.8,77.91,2.99,37.31,M3,Nocturno,A,0
208.74,56.84,114.9,3.47,52.23,M3,Nocturno,A,1
192.63,51.52,93.09,1.96,41.42,M1,Nocturno,B,0
194.08,55.33,114.63,2.89,44.73,M2,Nocturno,A,0
190.65,51.79,115.48,1.88,41.21,M2,Vespertino,A,0
207.32,49.78,104.51,3.43,40.66,M1,Vespertino,C,0
185.03,49.89,95.43,3.33,43.07,M2,Matutino,A,0
209.98,48.31,79.07,1.45,33.21,M3,Nocturno,C,0
193.61,44.39,83.84,2.76,42.33,M1,Nocturno,A,0
192.42,54.58,85.16,2.66,48.31,M2,Nocturno,B,0
189.56,44.66,95.22,2.54,34.41,M3,Matutino,B,0
186.06,57.82,107.41,1.59,41.25,M1,Nocturno,B,0
189.07,47.97,91.98,1.85,43.29,M1,Vespertino,B,0
193.14,47.56,104.66,2.97,37.78,M2,Matutino,A,0
186.18,64.26,99.58,1.32,54.07,M1,Nocturno,C,0
214.31,57.32,121.71,3.85,50.16,M3,Vespertino,C,1
192.44,46.79,90.89,2.84,37.08,M2,Nocturno,A,0
212.44,56.63,127.74,5.32,49.71,M2,Matutino,A,1
211.16,50.14,95.39,2.03,47.16,M3,Matutino,B,0
184.94,54.51,98.36,1.98,39.82,M2,Vespertino,C,0
189.79,54.03,105.1,2.66,39.76,M3,Vespertino,A,0
206.22,54.11,99.29,2.48,33.91,M2,Nocturno,B,0
175.0,47.34,108.71,1.73,37.89,M3,Matutino,B,0
195.46,56.79,129.02,3.29,46.14,M2,Nocturno,B,1
196.96,43.88,107.14,3.05,46.29,M1,Vespertino,A,0
208.43,47.54,110.82,2.31,37.27,M1,Vespertino,B,0
190.31,48.73,84.92,2.29,46.67,M2,Matutino,B,0
195.82,49.84,86.89,1.97,34.38,M2,Matutino,C,0
208.18,55.82,99.15,3.97,45.48,M1,Nocturno,C,1
217.83,45.76,101.03,4.58,42.25,M3,Matutino,B,1
179.1,49.86,109.15,2.8,39.57,M3,Matutino,A,0
195.31,57.26,118.36,1.18,36.69,M2,Nocturno,A,0
206.05,56.69,123.43,4.32,47.74,M2,Nocturno,B,1
200.69,51.34,102.7,1.95,36.63,M2,Vespertino,A,0
186.48,50.46,114.42,1.88,44.89,M1,Vespertino,B,0
190.74,48.34,94.43,1.79,45.1,M3,Matutino,B,0
196.11,45.64,98.8,2.71,45.85,M1,Matutino,B,0
191.0,55.02,111.73,3.09,40.26,M2,Matutino,C,0
202.12,45.3,86.18,2.44,41.23,M1,Matutino,B,0
214.81,47.55,101.88,5.8,50.53,M2,Vespertino,B,1
191.86,53.24,86.48,2.38,49.18,M1,Matutino,C,0
187.89,49.58,98.29,1.56,36.06,M3,Matutino,C,0
210.32,54.05,123.37,3.28,59.85,M2,Nocturno,C,1
186.4,51.75,90.38,2.52,39.18,M1,Vespertino,C,0
205.47,45.11,119.26,1.5,36.63,M1,Matutino,A,0
183.53,41.24,108.04,1.63,45.01,M1,Vespertino,A,0
209.72,54.73,91.32,2.07,32.45,M3,Nocturno,C,0
181.4,53.13,100.9,3.43,37.76,M1,Vespertino,A,0
215.09,53.0,133.83,3.59,55.62,M2,Matutino,C,1
191.19,52.76,111.3,2.54,43.43,M1,Vespertino,A,0
190.36,57.66,99.35,2.09,35.05,M2,Matutino,A,0
191.63,59.49,99.12,2.37,42.3,M2,Nocturno,A,0
187.22,42.15,116.66,1.43,38.66,M2,Matutino,A,0
228.0,53.51,107.06,3.89,55.33,M2,Nocturno,B,1
192.63,43.58,108.1,1.29,50.43,M1,Nocturno,C,0
207.72,42.71,74.14,1.92,28.55,M3,Matutino,C,0
192.75,57.84,94.53,1.95,42.29,M2,Nocturno,A,0
188.68,45.6,116.7,2.86,40.26,M2,Matutino,C,0
214.48,51.23,104.93,1.83,41.47,M3,Vespertino,B,0
192.93,55.99,95.98,2.83,38.55,M2,Matutino,B,0
191.6,63.44,110.11,3.24,46.52,M2,Matutino,A,0
193.13,49.65,99.88,2.56,45.82,M2,Vespertino,A,0
193.01,44.98,84.16,1.9,35.16,M1,Vespertino,C,0
201.34,56.2,109.37,2.5,48.86,M1,Nocturno,B,0
207.83,51.31,130.9,4.5,56.31,M2,Nocturno,C,1
185.68,51.43,118.57,2.51,42.2,M3,Matutino,B,0
175.03,52.31,96.39,2.73,42.31,M2,Matutino,C,0
199.92,53.78,103.45,2.74,40.25,M2,Matutino,A,0
188.67,48.3,127.74,6.1,55.53,M2,Nocturno,B,1
205.57,58.34,119.89,5.61,46.06,M3,Vespertino,C,1
190.34,45.04,105.74,2.45,48.02,M2,Nocturno,B,0
203.32,52.78,90.56,2.38,40.46,M3,Matutino,C,0
195.97,50.49,98.74,2.7,37.31,M1,Matutino,A,0
190.68,45.29,100.37,2.05,39.45,M1,Nocturno,A,0
199.45,53.56,110.06,1.67,33.48,M3,Matutino,C,0
209.58,51.22,86.16,2.77,44.65,M3,Matutino,B,0
179.67,57.12,101.48,2.57,48.66,M2,Vespertino,B,0
203.34,64.86,93.57,4.42,57.42,M2,Nocturno,C,1
190.87,49.7,110.9,1.12,37.34,M1,Matutino,A,0
192.02,50.32,93.9,2.8,47.82,M2,Vespertino,B,0
195.25,50.83,103.7,1.9,34.3,M1,Vespertino,A,0
191.7,63.67,94.33,1.98,45.14,M2,Vespertino,A,0
185.53,48.29,125.12,2.8,46.17,M2,Vespertino,A,0
191.01,45.05,96.39,1.27,43.86,M3,Nocturno,C,0
192.88,54.59,111.58,2.26,33.03,M1,Matutino,A,0
200.85,47.99,125.01,2.67,40.51,M3,Matutino,C,0
208.98,60.59,116.49,3.19,55.05,M3,Nocturno,C,1
205.68,64.84,89.49,3.77,54.14,M3,Nocturno,C,1
206.86,55.43,81.92,2.34,35.43,M2,Vespertino,A,0
213.03,50.43,89.54,1.68,52.05,M2,Vespertino,B,0
199.29,42.84,90.52,2.19,45.67,M2,Vespertino,B,0
201.48,56.18,85.15,2.48,33.56,M1,Vespertino,C,0
198.5,54.86,110.77,2.2,42.74,M1,Nocturno,B,0
175.71,42.96,83.92,2.92,41.44,M1,Matutino,C,0
185.97,42.44,88.05,2.05,39.0,M2,Vespertino,B,0
206.87,53.86,89.8,1.62,44.53,M1,Matutino,C,0
200.62,45.58,105.67,1.51,46.29,M2,Nocturno,A,0
209.13,48.71,119.53,2.16,34.0,M2,Nocturno,B,0
197.61,52.49,96.66,3.0,46.45,M1,Matutino,A,0
217.58,61.71,99.12,5.28,50.4,M3,Nocturno,C,1
209.98,50.68,90.83,1.95,38.36,M2,Matutino,C,0
198.61,51.11,87.33,2.71,44.16,M1,Vespertino,B,0
206.41,44.11,90.7,2.04,34.48,M2,Vespertino,A,0
188.73,52.39,118.41,2.14,44.13,M3,Vespertino,B,0
197.94,50.74,102.65,1.01,50.28,M2,Vespertino,A,0
190.37,43.75,114.65,2.94,39.92,M1,Nocturno,C,0
182.31,47.97,109.37,3.35,40.81,M3,Matutino,C,0
194.74,49.07,126.08,2.16,43.24,M2,Vespertino,A,0
191.13,54.64,88.72,2.13,37.59,M2,Matutino,A,0
192.55,54.04,83.16,2.18,41.18,M3,Vespertino,B,0
199.25,54.7,94.41,2.58,43.58,M1,Vespertino,B,0
190.87,47.87,129.43,3.18,46.89,M3,Matutino,A,0
191.69,49.81,107.73,2.15,34.9,M2,Vespertino,B,0
185.97,55.94,107.43,2.53,33.48,M1,Vespertino,B,0
175.0,45.91,72.43,2.79,44.15,M2,Matutino,A,0
188.91,53.05,94.06,2.99,50.81,M2,Matutino,A,0
192.82,47.76,111.99,2.72,35.48,M2,Matutino,A,0
198.05,62.79,103.51,2.39,40.19,M3,Matutino,C,0
188.56,59.11,113.04,3.04,45.28,M3,Matutino,A,0
200.4,50.87,107.97,2.12,43.74,M1,Vespertino,B,0
189.41,47.87,128.83,2.27,40.24,M1,Vespertino,C,0
198.89,47.65,93.06,1.98,35.95,M2,Matutino,B,0
215.81,58.07,123.01,3.39,46.54,M1,Matutino,B,1
193.73,52.22,80.06,3.1,40.27,M1,Vespertino,B,0
197.01,53.3,93.25,2.3,37.39,M2,Matutino,A,0
199.58,47.05,114.11,2.05,51.04,M2,Matutino,A,0
197.73,40.82,93.16,1.29,48.01,M1,Nocturno,A,0
182.38,49.2,102.87,2.82,46.44,M2,Matutino,A,0
193.67,58.5,124.98,4.27,52.18,M3,Vespertino,B,1
204.19,57.81,90.24,1.9,45.19,M1,Matutino,A,0
187.27,50.27,103.0,2.76,30.08,M1,Matutino,A,0
205.99,54.45,87.02,1.86,46.06,M1,Vespertino,C,0
183.78,56.78,88.46,2.21,49.95,M3,Nocturno,A,0
188.09,56.72,113.19,1.6,44.43,M1,Nocturno,C,0
197.19,53.56,99.5,2.3,40.01,M1,Matutino,B,0
200.79,46.68,89.49,1.78,52.82,M1,Matutino,B,0
198.56,58.97,122.61,1.8,36.83,M3,Nocturno,A,0
191.87,43.03,105.31,2.9,40.02,M2,Matutino,A,0
190.43,57.61,99.44,3.04,40.21,M1,Vespertino,B,0
199.87,50.92,93.18,2.08,36.32,M2,Matutino,C,0
194.68,42.64,103.51,2.53,38.08,M3,Vespertino,B,0
219.17,55.81,108.35,5.5,50.22,M3,Nocturno,C,1
194.44,48.72,101.3,1.46,47.93,M1,Nocturno,B,0
191.07,53.75,118.06,3.24,39.74,M1,Vespertino,B,0
201.98,56.58,99.75,2.42,40.05,M1,Nocturno,A,0
207.53,56.58,104.64,2.24,35.93,M1,Vespertino,A,0
190.66,52.7,131.62,2.61,51.55,M3,Matutino,A,0
228.0,52.47,120.97,3.79,41.15,M2,Vespertino,C,1
185.49,48.48,83.67,2.43,49.44,M1,Vespertino,C,0
193.87,62.8,80.93,3.19,36.24,M1,Vespertino,B,0
196.83,58.6,96.31,1.51,53.8,M1,Vespertino,A,0
198.62,52.76,98.91,2.24,36.63,M1,Nocturno,B,0
195.12,47.06,111.34,2.1,43.04,M1,Matutino,B,0
198.96,40.97,109.92,3.16,41.38,M3,Nocturno,B,0
198.7,53.8,127.46,4.12,43.84,M3,Vespertino,C,1
205.06,48.4,96.88,2.52,44.79,M3,Matutino,C,0
196.0,47.95,108.21,2.15,34.7,M2,Vespertino,B,0
200.53,58.57,109.88,2.38,41.48,M2,Matutino,A,0
197.71,55.92,119.49,1.69,42.16,M1,Matutino,B,0
190.47,52.43,112.44,4.28,48.77,M3,Nocturno,C,1
197.24,55.75,96.26,2.58,44.79,M1,Vespertino,B,0
186.08,54.16,86.43,1.73,36.3,M2,Matutino,B,0
205.93,54.81,101.96,2.32,43.65,M2,Matutino,A,0
180.71,55.59,72.27,2.68,44.28,M2,Nocturno,B,0
184.53,50.49,96.17,1.81,47.43,M2,Vespertino,A,0
209.28,49.7,128.42,3.31,38.95,M2,Nocturno,C,1
180.87,49.25,104.57,1.53,46.17,M2,Vespertino,B,0
218.04,57.02,128.9,4.24,54.11,M3,Nocturno,B,1
194.76,52.14,99.86,2.42,37.07,M3,Matutino,A,0
214.06,53.4,108.36,4.47,52.87,M3,Vespertino,C,1
182.52,60.62,73.98,2.35,35.65,M2,Matutino,A,0
200.92,55.58,117.04,4.22,50.88,M3,Matutino,C,1
198.79,55.49,93.27,1.56,41.27,M1,Nocturno,A,0
188.87,51.14,74.5,1.83,44.34,M2,Vespertino,B,0
194.36,58.51,125.34,4.42,47.01,M3,Vespertino,C,1
202.1,39.31,103.0,1.49,40.38,M2,Matutino,B,0
190.17,55.55,112.29,1.64,37.34,M2,Nocturno,C,0
